seq,species,y,x
GU207535,Eptesicus_fuscus,54.49981999999999,-125.67003000000001
GU207536,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207537,Eptesicus_fuscus,43.77223,-79.25666
GU207538,Eptesicus_fuscus,43.77223,-79.25666
GU207539,Eptesicus_fuscus,43.77223,-79.25666
GU207543,Eptesicus_fuscus,43.77223,-79.25666
GU207545,Eptesicus_fuscus,43.77223,-79.25666
GU207548,Eptesicus_fuscus,43.77223,-79.25666
GU207549,Eptesicus_fuscus,43.77223,-79.25666
GU207550,Eptesicus_fuscus,43.77223,-79.25666
GU207554,Eptesicus_fuscus,43.77223,-79.25666
GU207556,Eptesicus_fuscus,43.77223,-79.25666
GU207557,Eptesicus_fuscus,43.77223,-79.25666
GU207558,Eptesicus_fuscus,43.77223,-79.25666
GU207561,Eptesicus_fuscus,43.77223,-79.25666
GU207562,Eptesicus_fuscus,43.77223,-79.25666
GU207563,Eptesicus_fuscus,43.77223,-79.25666
GU207564,Eptesicus_fuscus,43.77223,-79.25666
GU207565,Eptesicus_fuscus,43.77223,-79.25666
GU207566,Eptesicus_fuscus,43.77223,-79.25666
GU207567,Eptesicus_fuscus,43.77223,-79.25666
GU207568,Eptesicus_fuscus,43.77223,-79.25666
GU207569,Eptesicus_fuscus,43.77223,-79.25666
GU207570,Eptesicus_fuscus,43.77223,-79.25666
GU207571,Eptesicus_fuscus,43.77223,-79.25666
GU207572,Eptesicus_fuscus,43.77223,-79.25666
GU207573,Eptesicus_fuscus,43.77223,-79.25666
GU207575,Eptesicus_fuscus,43.77223,-79.25666
GU207576,Eptesicus_fuscus,43.77223,-79.25666
GU207577,Eptesicus_fuscus,43.77223,-79.25666
GU207578,Eptesicus_fuscus,43.77223,-79.25666
GU207579,Eptesicus_fuscus,43.77223,-79.25666
GU207580,Eptesicus_fuscus,52.28333,-117.469
GU207581,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207582,Eptesicus_fuscus,52.28333,-117.469
GU207583,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207584,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207585,Eptesicus_fuscus,52.28333,-117.469
GU207586,Eptesicus_fuscus,52.28333,-117.469
GU207587,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207588,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207589,Eptesicus_fuscus,52.28333,-117.469
GU207590,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207591,Eptesicus_fuscus,52.28333,-117.469
GU207592,Eptesicus_fuscus,52.28333,-117.469
GU207593,Eptesicus_fuscus,52.28333,-117.469
GU207594,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207595,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207596,Eptesicus_fuscus,52.28333,-117.469
GU207597,Eptesicus_fuscus,43.77223,-79.25666
GU207598,Eptesicus_fuscus,43.77223,-79.25666
GU207599,Eptesicus_fuscus,43.77223,-79.25666
GU207600,Eptesicus_fuscus,43.77223,-79.25666
GU207601,Eptesicus_fuscus,52.28333,-117.469
GU207602,Eptesicus_fuscus,43.77223,-79.25666
GU207603,Eptesicus_fuscus,43.77223,-79.25666
GU207604,Eptesicus_fuscus,43.77223,-79.25666
GU207605,Eptesicus_fuscus,43.77223,-79.25666
GU207606,Eptesicus_fuscus,43.77223,-79.25666
GU207607,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207608,Eptesicus_fuscus,54.0001,-106.00098999999999
GU207609,Lasionycteris_noctivagans,52.28333,-117.469
GU585593,Kerivoula_minuta,5.5,117.0
GU585594,Kerivoula_minuta,5.5,117.0
GU585595,Kerivoula_lenis,3.7166699999999997,102.36667
GU585597,Kerivoula_intermedia,1.58333,112.0
GU585598,Kerivoula_intermedia,1.58333,112.0
GU585599,Kerivoula_intermedia,3.7166699999999997,102.36667
GU585600,Kerivoula_intermedia,3.7166699999999997,102.36667
GU585601,Kerivoula_intermedia,1.58333,112.0
GU585602,Kerivoula_intermedia,1.58333,112.0
GU585606,Kerivoula_minuta,4.3806,102.40657
GU585607,Kerivoula_minuta,4.3806,102.40657
GU585608,Kerivoula_minuta,4.3806,102.40657
GU585612,Kerivoula_minuta,4.3806,102.40657
GU585613,Kerivoula_minuta,4.3806,102.40657
GU585614,Kerivoula_pellucida,4.3806,102.40657
GU585615,Kerivoula_pellucida,4.3806,102.40657
GU585616,Kerivoula_pellucida,3.8666699999999996,113.73333000000001
GU585617,Kerivoula_pellucida,3.424,113.23299999999999
GU585618,Kerivoula_papillosa,3.7166699999999997,102.36667
GU585619,Kerivoula_papillosa,3.7166699999999997,102.36667
GU585620,Kerivoula_papillosa,4.3806,102.40657
GU585621,Kerivoula_intermedia,3.7166699999999997,102.36667
GU585622,Kerivoula_papillosa,3.7166699999999997,102.36667
GU585623,Kerivoula_papillosa,3.424,113.23299999999999
GU585624,Kerivoula_papillosa,3.424,113.23299999999999
GU585625,Kerivoula_papillosa,3.8666699999999996,113.73333000000001
GU585629,Kerivoula_hardwickii,5.5,117.0
GU585630,Kerivoula_hardwickii,5.5,117.0
GU585631,Kerivoula_hardwickii,5.5,117.0
GU585632,Kerivoula_papillosa,3.7166699999999997,102.36667
GU585633,Kerivoula_pellucida,3.7166699999999997,102.36667
GU585634,Kerivoula_pellucida,4.3806,102.40657
GU585635,Kerivoula_hardwickii,2.3,111.81667
GU585636,Kerivoula_hardwickii,6.36667,99.8
GU585637,Kerivoula_hardwickii,6.36667,99.8
GU585638,Kerivoula_minuta,4.3806,102.40657
GU585639,Kerivoula_pellucida,3.7166699999999997,102.36667
GU684745,Glischropus_tylopus,12.194,107.206
GU684746,Glischropus_tylopus,12.194,107.206
GU684747,Glischropus_tylopus,12.194,107.206
GU684748,Cynopterus_sphinx,12.194,107.206
GU684749,Glischropus_tylopus,12.194,107.206
GU684750,Glischropus_tylopus,12.194,107.206
GU684751,Glischropus_tylopus,12.194,107.206
GU684753,Tylonycteris_robustula,12.194,107.206
GU684754,Glischropus_tylopus,12.194,107.206
GU684755,Macroglossus_sobrinus,12.194,107.206
GU684756,Eudiscopus_denticulus,12.194,107.206
GU684757,Eudiscopus_denticulus,12.194,107.206
GU684758,Tylonycteris_robustula,12.194,107.206
GU684760,Glischropus_tylopus,12.194,107.206
GU684761,Eudiscopus_denticulus,12.194,107.206
GU684762,Eudiscopus_denticulus,12.194,107.206
GU684763,Macroglossus_sobrinus,12.194,107.206
GU684764,Eudiscopus_denticulus,12.194,107.206
GU684765,Tylonycteris_pachypus,12.194,107.206
GU684766,Tylonycteris_robustula,12.194,107.206
GU684767,Kerivoula_kachinensis,12.194,107.206
GU684768,Myotis_muricola,12.194,107.206
GU684769,Eudiscopus_denticulus,12.194,107.206
GU684770,Eudiscopus_denticulus,12.194,107.206
GU684771,Eudiscopus_denticulus,12.194,107.206
GU684772,Eudiscopus_denticulus,12.194,107.206
GU684773,Glischropus_tylopus,12.194,107.206
GU684774,Tylonycteris_pachypus,12.194,107.206
GU684775,Glischropus_tylopus,12.194,107.206
GU684776,Cynopterus_sphinx,12.194,107.206
GU684777,Eudiscopus_denticulus,12.194,107.206
GU684778,Eudiscopus_denticulus,12.194,107.206
GU684779,Tylonycteris_robustula,12.194,107.206
GU684780,Eudiscopus_denticulus,12.194,107.206
GU684781,Tylonycteris_robustula,12.205,107.205
GU684782,Myotis_muricola,12.194,107.206
GU684785,Myotis_muricola,12.194,107.206
GU684786,Glischropus_tylopus,12.194,107.206
GU684787,Myotis_horsfieldii,12.179,108.679
GU684788,Pipistrellus_coromandra,12.179,108.679
GU684789,Pipistrellus_coromandra,12.179,108.679
GU684790,Glischropus_tylopus,12.194,107.206
GU684791,Rhinolophus_affinis,12.179,108.679
GU684792,Rhinolophus_affinis,12.179,108.679
GU684793,Rhinolophus_affinis,12.179,108.679
GU684794,Rhinolophus_affinis,12.179,108.679
GU684795,Pipistrellus_coromandra,12.177,108.698
GU684796,Pipistrellus_coromandra,12.177,108.698
GU684797,Myotis_horsfieldii,12.179,108.679
GU684798,Rhinolophus_affinis,12.177,108.698
GU684799,Pipistrellus_coromandra,12.177,108.698
GU684800,Arielulus_circumdatus,12.177,108.698
GU684801,Rhinolophus_affinis,12.177,108.698
GU684802,Pipistrellus_coromandra,12.179,108.679
GU684803,Pipistrellus_coromandra,12.179,108.679
GU684804,Pipistrellus_coromandra,12.179,108.679
GU684805,Myotis_muricola,12.179,108.679
GU684806,Tylonycteris_pachypus,20.995,105.803
GU684810,Pipistrellus_abramus,20.995,105.803
GU684811,Pipistrellus_abramus,20.995,105.803
GU722925,Lasiurus_intermedius,28.75054,-82.5001
GU722926,Lasiurus_intermedius,28.75054,-82.5001
GU722927,Lasiurus_intermedius,28.75054,-82.5001
GU722928,Lasiurus_intermedius,28.75054,-82.5001
GU722929,Lasiurus_intermedius,28.75054,-82.5001
GU722930,Lasiurus_intermedius,31.25044,-99.25061
GU722931,Lasiurus_intermedius,31.25044,-99.25061
GU722932,Lasiurus_intermedius,31.25044,-99.25061
GU722933,Lasiurus_intermedius,31.25044,-99.25061
GU722934,Lasiurus_intermedius,31.25044,-99.25061
GU722935,Lasiurus_intermedius,31.25044,-99.25061
GU722936,Lasiurus_intermedius,31.25044,-99.25061
GU722937,Lasiurus_intermedius,31.25044,-99.25061
GU722938,Lasiurus_xanthinus,37.25022,-119.75126000000002
GU722939,Lasiurus_xanthinus,34.5003,-111.50098
GU722940,Lasiurus_xanthinus,37.25022,-119.75126000000002
GU722941,Lasiurus_xanthinus,34.5003,-111.50098
GU722942,Lasionycteris_noctivagans,47.50012,-120.50147
GU722943,Lasionycteris_noctivagans,47.50012,-120.50147
GU722944,Lasionycteris_noctivagans,47.50012,-120.50147
GU722945,Lasionycteris_noctivagans,47.50012,-120.50147
GU722946,Lasionycteris_noctivagans,47.50012,-120.50147
GU722947,Lasionycteris_noctivagans,44.5002,-114.25118
GU722948,Lasionycteris_noctivagans,44.5002,-114.25118
GU722949,Lasionycteris_noctivagans,44.5002,-114.25118
GU722950,Lasionycteris_noctivagans,47.50012,-120.50147
GU722951,Lasionycteris_noctivagans,44.5002,-114.25118
GU722952,Lasionycteris_noctivagans,47.50012,-120.50147
GU722953,Lasiurus_cinereus,34.5003,-111.50098
GU722954,Lasiurus_cinereus,34.5003,-111.50098
GU722955,Lasiurus_cinereus,34.5003,-111.50098
GU722956,Lasiurus_cinereus,40.00032,-86.25027
GU722957,Lasiurus_cinereus,40.00032,-86.25027
GU722958,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722959,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722960,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722961,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722962,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722963,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722964,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722965,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722966,Lasiurus_cinereus,37.25022,-119.75126000000002
GU722967,Lasiurus_cinereus,32.75042,-83.50018
GU722968,Lasiurus_cinereus,35.75035,-86.25027
GU722969,Lasiurus_cinereus,35.75035,-86.25027
GU722970,Lasiurus_cinereus,35.75035,-86.25027
GU722971,Lasiurus_cinereus,35.75035,-86.25027
GU722972,Lasiurus_cinereus,31.25044,-99.25061
GU722973,Lasiurus_cinereus,31.25044,-99.25061
GU722974,Lasiurus_cinereus,31.25044,-99.25061
GU722975,Lasiurus_cinereus,31.25044,-99.25061
GU722976,Lasiurus_cinereus,31.25044,-99.25061
GU722977,Lasiurus_cinereus,31.25044,-99.25061
GU722978,Lasiurus_cinereus,31.25044,-99.25061
GU722979,Lasiurus_cinereus,47.50012,-120.50147
GU722980,Lasiurus_cinereus,47.50012,-120.50147
GU722981,Lasiurus_cinereus,47.50012,-120.50147
GU722982,Lasiurus_borealis,32.75042,-83.50018
GU722983,Lasiurus_borealis,40.00032,-86.25027
GU722984,Lasiurus_borealis,40.00032,-86.25027
GU722985,Lasiurus_borealis,28.75054,-82.5001
GU722986,Lasiurus_borealis,28.75054,-82.5001
GU722987,Lasiurus_borealis,32.75042,-83.50018
GU722988,Lasiurus_borealis,40.16706,-74.49987
GU722989,Lasiurus_borealis,35.75035,-86.25027
GU722990,Lasiurus_borealis,35.75035,-86.25027
GU722991,Lasiurus_borealis,35.75035,-86.25027
GU722992,Lasiurus_borealis,35.75035,-86.25027
GU722993,Lasiurus_borealis,35.75035,-86.25027
GU722994,Lasiurus_borealis,35.75035,-86.25027
GU722995,Lasiurus_borealis,31.25044,-99.25061
GU722996,Lasiurus_borealis,31.25044,-99.25061
GU722997,Lasiurus_borealis,31.25044,-99.25061
GU722998,Lasiurus_borealis,31.25044,-99.25061
GU722999,Lasiurus_borealis,31.25044,-99.25061
GU723000,Lasiurus_borealis,31.25044,-99.25061
GU723001,Lasiurus_borealis,31.25044,-99.25061
GU723002,Lasiurus_borealis,31.25044,-99.25061
GU723003,Lasiurus_borealis,31.25044,-99.25061
GU723004,Lasiurus_borealis,37.548120000000004,-77.44675
GU723005,Lasiurus_borealis,37.548120000000004,-77.44675
GU723006,Lasiurus_borealis,37.548120000000004,-77.44675
GU723007,Lasiurus_borealis,37.548120000000004,-77.44675
GU723008,Lasiurus_borealis,37.548120000000004,-77.44675
GU723009,Lasiurus_borealis,37.548120000000004,-77.44675
GU723010,Lasiurus_seminolus,28.75054,-82.5001
GU723011,Lasiurus_seminolus,28.75054,-82.5001
GU723012,Lasiurus_seminolus,32.75042,-83.50018
GU723013,Lasiurus_seminolus,31.25044,-99.25061
GU723014,Lasiurus_seminolus,31.25044,-99.25061
GU723015,Lasiurus_seminolus,31.25044,-99.25061
GU723016,Lasiurus_seminolus,31.25044,-99.25061
GU723017,Lasiurus_seminolus,31.25044,-99.25061
GU723018,Lasiurus_blossevillii,37.25022,-119.75126000000002
GU723019,Lasiurus_blossevillii,37.25022,-119.75126000000002
GU723020,Eptesicus_fuscus,42.00027,-93.50049
GU723021,Eptesicus_fuscus,42.00027,-93.50049
GU723022,Eptesicus_fuscus,42.00027,-93.50049
GU723023,Eptesicus_fuscus,42.00027,-93.50049
GU723024,Eptesicus_fuscus,40.00032,-86.25027
GU723025,Eptesicus_fuscus,40.00032,-86.25027
GU723026,Eptesicus_fuscus,40.00032,-86.25027
GU723027,Eptesicus_fuscus,40.00032,-86.25027
GU723028,Eptesicus_fuscus,40.00032,-86.25027
GU723029,Eptesicus_fuscus,40.00032,-86.25027
GU723030,Eptesicus_fuscus,40.00032,-86.25027
GU723031,Eptesicus_fuscus,32.75042,-83.50018
GU723032,Eptesicus_fuscus,32.75042,-83.50018
GU723033,Eptesicus_fuscus,44.25029,-85.50033
GU723034,Eptesicus_fuscus,44.25029,-85.50033
GU723035,Eptesicus_fuscus,44.25029,-85.50033
GU723036,Eptesicus_fuscus,44.25029,-85.50033
GU723037,Eptesicus_fuscus,44.25029,-85.50033
GU723038,Eptesicus_fuscus,44.25029,-85.50033
GU723039,Eptesicus_fuscus,44.25029,-85.50033
GU723040,Eptesicus_fuscus,44.25029,-85.50033
GU723041,Eptesicus_fuscus,44.25029,-85.50033
GU723042,Eptesicus_fuscus,44.25029,-85.50033
GU723043,Eptesicus_fuscus,44.25029,-85.50033
GU723044,Eptesicus_fuscus,44.25029,-85.50033
GU723045,Eptesicus_fuscus,44.25029,-85.50033
GU723046,Eptesicus_fuscus,40.16706,-74.49987
GU723047,Eptesicus_fuscus,40.16706,-74.49987
GU723048,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723049,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723050,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723051,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723052,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723053,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723054,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723055,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723056,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723057,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723058,Eptesicus_fuscus,37.548120000000004,-77.44675
GU723059,Eptesicus_fuscus,34.5003,-111.50098
GU723060,Eptesicus_fuscus,34.5003,-111.50098
GU723061,Eptesicus_fuscus,34.5003,-111.50098
GU723062,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723063,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723064,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723065,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723066,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723067,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723068,Eptesicus_fuscus,37.25022,-119.75126000000002
GU723069,Eptesicus_fuscus,47.50012,-120.50147
GU723070,Eptesicus_fuscus,47.50012,-120.50147
GU723071,Eptesicus_fuscus,47.50012,-120.50147
GU723072,Eptesicus_fuscus,47.50012,-120.50147
GU723073,Eptesicus_fuscus,47.50012,-120.50147
GU723074,Eptesicus_fuscus,47.50012,-120.50147
GU723075,Eptesicus_fuscus,47.50012,-120.50147
GU723076,Eptesicus_fuscus,47.50012,-120.50147
GU723077,Eptesicus_fuscus,47.50012,-120.50147
GU723078,Eptesicus_fuscus,47.50012,-120.50147
GU723079,Eptesicus_fuscus,47.50012,-120.50147
GU723080,Tadarida_brasiliensis,34.5003,-111.50098
GU723081,Tadarida_brasiliensis,34.5003,-111.50098
GU723082,Tadarida_brasiliensis,34.5003,-111.50098
GU723083,Tadarida_brasiliensis,34.5003,-111.50098
GU723084,Tadarida_brasiliensis,34.5003,-111.50098
GU723085,Tadarida_brasiliensis,34.5003,-111.50098
GU723086,Tadarida_brasiliensis,34.5003,-111.50098
GU723087,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723088,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723089,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723090,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723091,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723092,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723093,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723094,Tadarida_brasiliensis,37.25022,-119.75126000000002
GU723095,Tadarida_brasiliensis,28.75054,-82.5001
GU723096,Tadarida_brasiliensis,28.75054,-82.5001
GU723097,Tadarida_brasiliensis,28.75054,-82.5001
GU723098,Tadarida_brasiliensis,28.75054,-82.5001
GU723099,Tadarida_brasiliensis,28.75054,-82.5001
GU723100,Tadarida_brasiliensis,28.75054,-82.5001
GU723101,Tadarida_brasiliensis,28.75054,-82.5001
GU723102,Tadarida_brasiliensis,32.75042,-83.50018
GU723103,Tadarida_brasiliensis,32.75042,-83.50018
GU723104,Tadarida_brasiliensis,32.75042,-83.50018
GU723105,Tadarida_brasiliensis,32.75042,-83.50018
GU723106,Tadarida_brasiliensis,32.75042,-83.50018
GU723107,Tadarida_brasiliensis,32.750409999999995,-89.75036
GU723108,Tadarida_brasiliensis,31.25044,-99.25061
GU723109,Tadarida_brasiliensis,31.25044,-99.25061
GU723110,Tadarida_brasiliensis,31.25044,-99.25061
GU723111,Myotis_austroriparius,28.75054,-82.5001
GU723112,Myotis_austroriparius,28.75054,-82.5001
GU723113,Myotis_austroriparius,28.75054,-82.5001
GU723114,Myotis_californicus,37.25022,-119.75126000000002
GU723115,Myotis_californicus,37.25022,-119.75126000000002
GU723116,Myotis_californicus,37.25022,-119.75126000000002
GU723117,Myotis_californicus,44.5002,-114.25118
GU723118,Myotis_californicus,44.5002,-114.25118
GU723119,Myotis_californicus,37.25022,-119.75126000000002
GU723120,Myotis_californicus,47.50012,-120.50147
GU723121,Myotis_californicus,47.50012,-120.50147
GU723122,Myotis_evotis,47.50012,-120.50147
GU723123,Myotis_evotis,37.25022,-119.75126000000002
GU723124,Myotis_evotis,44.5002,-114.25118
GU723125,Myotis_thysanodes,37.25022,-119.75126000000002
GU723126,Myotis_evotis,47.50012,-120.50147
GU723127,Myotis_lucifugus,44.25029,-85.50033
GU723128,Myotis_lucifugus,40.00032,-86.25027
GU723129,Myotis_lucifugus,44.25029,-85.50033
GU723130,Myotis_lucifugus,35.75035,-86.25027
GU723131,Myotis_yumanensis,37.25022,-119.75126000000002
GU723132,Myotis_yumanensis,37.25022,-119.75126000000002
GU723133,Myotis_yumanensis,37.25022,-119.75126000000002
GU723134,Myotis_yumanensis,37.25022,-119.75126000000002
GU723135,Myotis_yumanensis,37.25022,-119.75126000000002
GU723136,Myotis_yumanensis,37.25022,-119.75126000000002
GU723137,Myotis_yumanensis,37.25022,-119.75126000000002
GU723138,Myotis_yumanensis,34.5003,-111.50098
GU723139,Myotis_velifer,34.5003,-111.50098
GU723140,Myotis_velifer,34.5003,-111.50098
GU723141,Myotis_septentrionalis,35.75035,-86.25027
GU723151,Lasiurus_borealis,28.75054,-82.5001
GU723154,Lasiurus_seminolus,31.25044,-99.25061
GU723163,Nycticeius_humeralis,28.75054,-82.5001
GU723164,Nycticeius_humeralis,28.75054,-82.5001
GU723165,Nycticeius_humeralis,31.25044,-99.25061
GU723166,Antrozous_pallidus,34.5003,-111.50098
GU723167,Antrozous_pallidus,34.5003,-111.50098
GU929219,Sorex_araneus,51.67204,39.1843
GU929221,Sorex_araneus,53.25209,34.37167
GU929222,Sorex_araneus,56.85836,35.90057
GU929223,Sorex_araneus,56.85836,35.90057
GU929224,Sorex_araneus,56.85836,35.90057
GU929226,Sorex_araneus,65.14716999999999,57.22439
GU929232,Sorex_araneus,57.76647,40.92686
GU929233,Sorex_arcticus,52.28333,-117.469
GU929234,Sorex_tundrensis,48.48271,135.08379
GU929236,Sorex_tundrensis,52.03171,113.50086999999999
GU929237,Sorex_tundrensis,52.03171,113.50086999999999
GU929238,Sorex_tundrensis,52.03171,113.50086999999999
GU929239,Sorex_tundrensis,52.03171,113.50086999999999
GU929240,Sorex_tundrensis,48.08333,109.81667
GU929243,Sorex_tundrensis,59.5638,150.80347
GU929249,Sorex_tundrensis,59.5638,150.80347
GU929259,Sorex_tundrensis,60.900090000000006,131.97881999999998
GU929260,Sorex_tundrensis,44.83,78.8239
GU929261,Sorex_tundrensis,56.018390000000004,92.86717
GU929262,Sorex_tundrensis,56.018390000000004,92.86717
GU929263,Sorex_tundrensis,56.018390000000004,92.86717
GU929264,Sorex_tundrensis,56.018390000000004,92.86717
GU929265,Sorex_tundrensis,56.018390000000004,92.86717
GU929266,Sorex_tundrensis,56.018390000000004,92.86717
GU929270,Sorex_tundrensis,52.297779999999996,104.29639
GU929272,Sorex_tundrensis,52.297779999999996,104.29639
GU929273,Sorex_tundrensis,56.018390000000004,92.86717
GU929276,Sorex_tundrensis,49.99273,88.67598000000001
GU929277,Sorex_tundrensis,49.99273,88.67598000000001
GU929279,Sorex_tundrensis,56.018390000000004,92.86717
GU929280,Sorex_tundrensis,56.018390000000004,92.86717
GU929281,Sorex_tundrensis,56.018390000000004,92.86717
GU929282,Sorex_tundrensis,56.018390000000004,92.86717
GU929292,Sorex_tundrensis,66.0,76.0
GU929298,Sorex_tundrensis,64.0,54.0
GU929299,Sorex_tundrensis,64.0,54.0
GU929300,Sorex_tundrensis,64.0,54.0
GU929301,Sorex_tundrensis,64.0,54.0
GU929302,Sorex_tundrensis,64.0,54.0
GU929303,Sorex_tundrensis,64.0,54.0
GU929304,Sorex_tundrensis,64.0,54.0
GU929305,Sorex_tundrensis,64.0,54.0
GU929306,Sorex_tundrensis,64.0,54.0
GU929307,Sorex_tundrensis,64.0,54.0
GU929309,Sorex_tundrensis,64.0,54.0
GU929310,Sorex_tundrensis,64.0,54.0
GU929311,Sorex_tundrensis,55.35709,78.35696999999999
GU929312,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929313,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929314,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929315,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929316,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929317,Sorex_tundrensis,50.793040000000005,75.70123000000001
GU929318,Sorex_tundrensis,60.900090000000006,131.97881999999998
GU929319,Sorex_tundrensis,61.738240000000005,130.28161
GU929320,Sorex_tundrensis,61.738240000000005,130.28161
GU929321,Sorex_tundrensis,61.738240000000005,130.28161
GU929322,Sorex_tundrensis,61.738240000000005,130.28161
GU929324,Sorex_tundrensis,66.0,76.0
GU929325,Sorex_tundrensis,70.83333,79.0
GU929326,Sorex_tundrensis,64.83778000000001,-147.71639
GU929327,Sorex_tundrensis,64.83778000000001,-147.71639
GU929328,Sorex_tundrensis,61.32139,-149.56778
GU929329,Sorex_tundrensis,61.32139,-149.56778
GU929330,Sorex_tundrensis,61.32139,-149.56778
GU929331,Sorex_tundrensis,61.32139,-149.56778
GU929332,Sorex_tundrensis,61.32139,-149.56778
GU981210,Anourosorex_squamipes,25.0,101.5
GU981212,Blarinella_griselda,25.0,101.5
GU981213,Blarinella_griselda,25.0,101.5
GU981214,Chodsigoa_hypsibia,36.0,109.0
GU981215,Chodsigoa_hypsibia,36.0,109.0
GU981216,Chodsigoa_hypsibia,36.0,109.0
GU981217,Chimarrogale_himalayica,25.0,101.5
GU981218,Chimarrogale_himalayica,25.0,101.5
GU981219,Chodsigoa_parca,25.0,101.5
GU981220,Chodsigoa_parca,25.0,101.5
GU981221,Chodsigoa_parca,25.0,101.5
GU981222,Chodsigoa_parca,25.0,101.5
GU981225,Crocidura_fuliginosa,25.0,101.5
GU981226,Episoriculus_caudatus,25.0,101.5
GU981227,Episoriculus_caudatus,25.0,101.5
GU981228,Episoriculus_caudatus,25.0,101.5
GU981229,Episoriculus_caudatus,25.0,101.5
GU981230,Episoriculus_caudatus,25.0,101.5
GU981231,Episoriculus_caudatus,25.0,101.5
GU981235,Episoriculus_leucops,25.0,101.5
GU981236,Episoriculus_leucops,25.0,101.5
GU981237,Episoriculus_leucops,25.0,101.5
GU981238,Episoriculus_leucops,25.0,101.5
GU981239,Episoriculus_macrurus,25.0,101.5
GU981240,Episoriculus_macrurus,25.0,101.5
GU981241,Episoriculus_macrurus,25.0,101.5
GU981242,Episoriculus_macrurus,25.0,101.5
GU981243,Episoriculus_macrurus,25.0,101.5
GU981244,Episoriculus_macrurus,25.0,101.5
GU981245,Nectogale_elegans,25.0,101.5
GU981246,Nectogale_elegans,25.0,101.5
GU981247,Nectogale_elegans,25.0,101.5
GU981248,Nectogale_elegans,25.0,101.5
GU981249,Neomys_fodiens,51.299170000000004,8.3425
GU981250,Sorex_bedfordiae,25.0,101.5
GU981251,Soriculus_nigrescens,25.0,101.5
GU981252,Soriculus_nigrescens,25.0,101.5
GU981253,Soriculus_nigrescens,25.0,101.5
GU981254,Soriculus_nigrescens,25.0,101.5
GU981255,Soriculus_nigrescens,25.0,101.5
HG325822,Myotis_alcathoe,40.47,15.77
HG325823,Myotis_alcathoe,40.47,15.77
HG325824,Myotis_alcathoe,40.44,15.82
HM070254,Lepilemur_hubbardorum,-22.84173,44.681779999999996
HM137730,Microtus_fortis,50.41,118.11
HM137737,Microtus_maximowiczii,51.19,118.93
HM137738,Microtus_middendorffii,68.2,68.833
HM137739,Microtus_middendorffii,68.2,68.833
HM137740,Microtus_middendorffii,68.2,68.833
HM137741,Microtus_middendorffii,68.2,68.833
HM137742,Microtus_middendorffii,68.2,68.833
HM137744,Microtus_middendorffii,68.166,92.76
HM137745,Microtus_middendorffii,68.166,92.76
HM137746,Microtus_middendorffii,68.166,92.76
HM137747,Microtus_middendorffii,68.166,92.76
HM137748,Microtus_middendorffii,68.166,92.76
HM137749,Microtus_middendorffii,68.166,92.76
HM137750,Microtus_middendorffii,68.166,92.76
