,xC,yC,GD,stdGD,mammalTaxa,mammalSeqs,meanSeqs,Dist,PD,nTaxa,GlobalExtreme_prTrendExt,GlobalExtreme_prVarExt,GlobalExtreme_tsTrendExt,GlobalExtreme_tsVarExt,kk10,HFP2009,GDsqrt,TaxonComplete
557,-114.0000035917973,41.29958788876155,0.007861635220125786,0.0,1,2.0,2.0,0.0,2284.78283092,100,6.155205483082682e-05,0.2390424907207489,0.0013024735962972045,0.777385950088501,-71.75132508833923,4.959899370707307,0.08866586276648858,0.009900990099009901
559,-106.00000402716663,41.29958788876155,0.011925007487271638,0.007732135369871218,2,11.0,5.5,55.89319291215663,2593.43639609,108,0.0001862236822489649,0.20094355940818787,0.0011798697523772714,0.7443711757659912,0.0,6.109254846479306,0.10920168262106421,0.018691588785046728
560,-102.00000424485133,41.29958788876155,0.0047169811320754715,0.0,1,2.0,2.0,262.0100111312174,2420.20688293,82,0.0002966580505017191,0.207310751080513,0.0010627168230712414,0.7150616645812988,0.0,5.305336988955312,0.06868028197434452,0.012195121951219513
561,-98.000004462536,41.29958788876155,0.0005073566717402334,0.0005073566717402334,2,5.0,2.5,0.0,2361.37569533,73,0.000148025676026009,0.21911583840847013,0.0012630175333470106,0.7403029799461365,0.0,8.606084735628755,0.022524579279982863,0.0273972602739726
562,-94.00000468022067,41.29958788876155,0.0024381529418869142,0.0,1,4.0,4.0,0.0,2261.52461452,65,-7.880015573391574e-07,0.20489729940891266,0.0014400368090718985,0.7653933167457581,-28.668792517006803,8.766651425238392,0.04937765630208581,0.015384615384615385
564,-86.00000511559006,41.29958788876154,0.007945760641767637,0.007369598952167626,3,11.0,3.6666666666666665,0.0,2114.9987518499997,62,-6.58774224575609e-05,0.20433969795703888,0.0019108396954834461,0.8004713654518127,-107.19102244389029,19.131901106624305,0.08913899619003815,0.04838709677419355
565,-82.00000533327477,41.29958788876154,0.003913735481493637,0.0045848747821509595,7,75.0,10.714285714285714,36.73776628449334,2144.6562060699994,62,-0.00012595033331308514,0.21356745064258573,0.00202917936258018,0.8071243762969971,-1236.4969450101833,20.054909055488782,0.06255985519079818,0.11290322580645161
566,-78.00000555095944,41.29958788876154,0.006508921464526347,0.0,1,18.0,18.0,64.03150776718331,2121.2119328399995,65,-0.00018373293278273195,0.2355431318283081,0.002308185677975416,0.7688336372375488,-383.18601523980277,15.5811669935791,0.08067788708516323,0.015384615384615385
567,-74.00000576864416,41.29958788876154,0.0044568093042601275,0.0014172956264485775,2,9.0,4.5,35.31983180381613,2105.7289581299992,64,-0.00018337652727495882,0.2489383816719055,0.002894428092986345,0.7599908113479614,-767.391061452514,20.589407949289026,0.06675933870448483,0.03125
585,-2.0000096869685997,41.29958788876155,0.0,0.0,1,2.0,2.0,0.0,2163.85438602,83,0.0005250786780379713,0.20785291492938995,0.0038059588987380266,0.6077808737754822,-3835.191151202749,11.633277196098796,0.0,0.011904761904761904
586,1.999990095346709,41.29958788876155,0.0,0.0,1,2.0,2.0,0.09651192168307515,2050.42333535,75,0.00043292646296322346,0.17174623906612396,0.0035502624232321978,0.5611972808837891,-3313.165094339623,14.724687906097095,0.0,0.013157894736842105
588,9.999989659977325,41.29958788876155,0.0021700110953708075,0.003006387566778027,7,33.0,4.714285714285714,8.91426669759311,1995.6774716799994,68,0.00048030354082584387,0.17659802734851834,0.003087844699621201,0.5577260851860046,-5169.825545171339,13.87896108041443,0.04658337788708337,0.10144927536231885
589,13.999989442292634,41.29958788876154,0.0,0.0,2,5.0,2.5,92.50777126354168,2065.4038007699996,69,0.0004753860121127218,0.18014568090438846,0.002836954314261675,0.5973647236824036,-4871.10506208214,20.436099093424687,0.0,0.028985507246376812
591,21.99998900692325,41.29958788876154,0.0015220700152207,0.0,1,2.0,2.0,49.116315953076786,2205.55800526,90,0.00047127078869380057,0.18469099700450894,0.0024087668862193823,0.6940098404884338,-3251.816565278428,12.309828309014206,0.03901371573204352,0.011111111111111112
596,41.999987918499784,41.29958788876154,0.00076103500761035,0.00076103500761035,2,5.0,2.5,0.0,2440.5354990299998,108,0.0003063520707655698,0.16255871951580048,0.0025654071941971783,0.7868735790252686,-1736.6814853556484,10.161559937580533,0.027586862953412263,0.01834862385321101
601,61.99998683007632,41.29958788876154,0.0010147133434804667,0.0,1,3.0,3.0,0.0,1823.7905336499996,56,0.000153605462401174,0.08524847775697708,0.0027209098916500807,0.8306717276573181,-58.727134916624564,5.878442446871574,0.03185456550449977,0.017241379310344827
602,65.99998661239161,41.29958788876154,0.007633587786259542,0.0,1,2.0,2.0,246.57027850279135,2154.8335194499996,71,0.00023782235803082583,0.11282425373792647,0.0025258634705096483,0.8212008476257324,-85.65518707482994,7.58274408169909,0.0873704056661038,0.013888888888888888
603,69.99998639470694,41.29958788876154,0.0015220700152207,0.0,1,2.0,2.0,0.0,2155.40383289,80,0.0003229195426683873,0.13967148959636688,0.002210423583164811,0.7854278087615967,-333.37760749255,11.153707028640225,0.03901371573204352,0.012195121951219513
613,109.9999842178601,41.29958788876155,0.022082559753792627,0.018277384715740877,2,23.0,11.5,0.0,2101.57011018,80,0.00035315111745148897,0.248074010014534,0.0016480772756040096,0.6166303157806396,-1245.0025510204084,8.00023443796531,0.1486020180004048,0.02564102564102564
614,113.99998400017537,41.29958788876155,0.0037810151965403105,0.00414390584786896,6,24.0,4.0,3.802394852629117,2275.22789582,91,0.00037644404801540077,0.27694010734558105,0.0018828490283340216,0.657343327999115,-4345.918654173765,12.081502026158445,0.06148996012797789,0.06666666666666667
618,129.99998312943666,41.29958788876155,0.004064267240845924,0.0,1,3.0,3.0,0.0,2069.20960861,74,6.500296149170026e-05,0.29921770095825195,0.0021458996925503016,0.5882528424263,-710.7694641051567,8.659047987424831,0.06375160579033225,0.013333333333333334
619,133.999982911752,41.29958788876155,0.008625063419583967,0.006844615709402355,3,7.0,2.3333333333333335,15.306607715223114,1979.8757638799998,68,4.2367104470031336e-05,0.2987182140350342,0.00212984555400908,0.558062732219696,-93.66206896551724,6.370019153884718,0.09287121954396833,0.04411764705882353
645,-122.0000031564279,37.407429796439274,0.0042384658143413,0.0,1,8.0,8.0,75.15246783699521,2757.4801684999998,117,-4.997577343601733e-05,0.3283860683441162,0.0010074789170175789,0.5346426367759705,-1432.1889400921661,10.602142855090953,0.06510350078406921,0.008547008547008548
646,-118.00000337411257,37.407429796439274,0.004541609697180623,0.0038112766102986542,11,54.0,4.909090909090909,25.563371633268606,2809.2998255599996,128,-5.241692997515202e-05,0.2884657680988312,0.0010787241626530886,0.6346161961555481,-233.92304189435336,3.7145643373022312,0.06739146605602689,0.0859375
647,-114.0000035917973,37.407429796439274,0.006289308176100629,0.0,1,2.0,2.0,45.68908711231181,2615.1723450800005,122,-4.12551780755166e-05,0.2391723245382309,0.0013982615200802686,0.6848089098930359,-142.83923705722069,4.054977381081828,0.07930515857181442,0.00819672131147541
648,-110.00000380948197,37.407429796439274,0.02358490566037736,0.0,1,2.0,2.0,0.0,2517.179949510001,114,1.0844774806173517e-05,0.20588676631450653,0.0017176413675770164,0.6932305097579956,-184.53125,4.011108340463582,0.1535737792084878,0.008771929824561403
649,-106.00000402716663,37.407429796439274,0.0025940337224383916,0.0,1,2.0,2.0,0.0,2818.8020303300004,119,5.8112887927563854e-05,0.23181192576885226,0.0016153240576386454,0.7005890011787415,-244.5991847826087,4.6127913388654855,0.050931657369836215,0.00847457627118644
654,-86.00000511559006,37.407429796439274,0.005472258191833466,0.000703568112738257,2,12.0,6.0,0.0,2330.3566516399997,76,-9.831882925936952e-05,0.24604715406894684,0.0012246137484908106,0.7754321098327637,-142.29462659380692,12.836016235991162,0.0739747131919649,0.02631578947368421
655,-82.00000533327477,37.407429796439274,0.006495356106924216,0.0002060479308235866,2,18.0,9.0,166.6085310587069,2308.6414142799995,72,-0.00016916556342039255,0.2393887937068939,0.0009365021251142024,0.7606242895126343,-279.6172052799272,11.178515581654136,0.08059377213485057,0.027777777777777776
656,-78.00000555095944,37.407429796439274,0.004586165106778577,0.0019411202445464488,4,21.0,5.25,0.0,2110.2016610099995,72,-0.0001437097816960886,0.26081210374832153,0.0011306937085464597,0.6464723944664001,-421.81107814045504,12.963306403773961,0.06772123084217074,0.05555555555555555
680,17.999989224607944,37.407429796439274,0.0030263726761781237,0.0,1,3.0,3.0,0.0,1900.7054434599993,57,0.0003955582214985043,0.15861143171787262,0.002612437354400754,0.5151224136352539,-4792.65811965812,18.68149537720112,0.05501247745901037,0.017857142857142856
681,21.99998900692325,37.407429796439274,0.0027593818984547464,0.0039023553045615207,3,7.0,2.3333333333333335,14.438491909874687,1952.72168074,67,0.0003603131626732648,0.15335528552532196,0.002607770264148712,0.5318526029586792,-5704.908602150537,12.952469376414301,0.052529819135941694,0.045454545454545456
687,45.999987700815105,37.407429796439274,0.002054442732408834,0.002905420775291413,3,6.0,2.0,0.0,2472.7151492499993,100,0.00016503078222740442,0.14610068500041962,0.0030833117198199034,0.7246928215026855,-5069.580645161291,11.723415462703285,0.04532596090993366,0.0297029702970297
689,53.99998726544572,37.407429796439274,0.06946688206785137,0.0,1,5.0,5.0,0.0,2569.1279872299997,100,0.00014288234524428844,0.11151150614023207,0.003006991930305958,0.72358638048172,-1822.5675496688739,8.634737992491004,0.2635657073062643,0.009900990099009901
690,57.99998704776102,37.407429796439274,0.010955169628432957,0.0,1,3.0,3.0,0.0,2367.02905093,88,0.00013169892190489918,0.0985087901353836,0.002853326033800841,0.7475838661193848,-2652.378623188406,8.77555441566921,0.10466694620763978,0.011235955056179775
691,61.99998683007632,37.407429796439274,0.002154011847065159,0.0,1,3.0,3.0,0.0,2344.00665032,82,0.00013342112652026117,0.0956147089600563,0.002532492857426405,0.7825758457183838,-509.4501811594203,8.093601905090585,0.0464113331748309,0.012048192771084338
696,81.99998574165286,37.407429796439274,0.004651162790697674,0.0005167958656330752,2,6.0,3.0,4.097160562890616,1483.1676534599997,42,0.0002213068655692041,0.1600395441055298,0.0016467826208099725,0.5759606957435608,0.0,2.463791933998396,0.06819943394704735,0.045454545454545456
700,97.99998487091412,37.407429796439274,0.00953459798786515,0.011941555287505401,9,68.0,7.555555555555555,0.0,1960.2071271699997,76,0.0002940686244983226,0.16061875224113464,0.0009896993869915605,0.5265787839889526,0.0,3.7048776667313854,0.09764526608015951,0.11688311688311688
701,101.99998465322943,37.407429796439274,0.00509683995922528,0.0,1,6.0,6.0,0.0,2536.69392768,107,0.00048797955969348555,0.2362280786037445,0.0015205168165266516,0.5218439102172852,-724.8499538319483,9.828501240840724,0.07139215614635322,0.009345794392523364
703,109.9999842178601,37.407429796439274,0.0037851151575363376,0.0007270111820011692,2,6.0,3.0,0.0,2269.65498149,86,0.00047088318387977784,0.36298996210098267,0.001995429396629333,0.586836576461792,-4539.126358695652,12.394580757538376,0.061523289553926955,0.023255813953488372
